id_old,jad_id,books_old,chapters_old,verses_old,books_new,chapters_new,verses_new,full_match_book,full_match_chapter,full_match_verse,partial_match_book,partial_match_chapter,partial_match_verse,all_found_books,all_found_chapters,all_found_verses
327,jad_occurrence__327,"[45, 45, 45]","[13, 14, 14]","['Zacharias 13:7', 'Zacharias 14:2', 'Zacharias 14:3']","[45, 45, 45]","[13, 14, 14]","['Zacharias 13:7', 'Zacharias 14:2', 'Zacharias 14:3']",True,True,True,True,True,True,True,True,True
328,jad_occurrence__328,"[45, 49]","[7, 27]","['Matthaeus 27:6', 'Zacharias 7:5']",[45],[7],['Zacharias 7:5'],False,False,False,True,True,True,False,False,False
330,jad_occurrence__330,"[5, 5, 29]","[32, 32, 64]","['Deuteronomium 32:22', 'Deuteronomium 32:22', 'Isaias 64:11']","[5, 31, 31]","[1, 1, 32]","['Deuteronomium 32:22', 'Lamentationes 1:1', 'Lamentationes 1:3']",False,False,False,True,True,True,False,False,False
331,jad_occurrence__331,[29],[62],['Isaias 62:6'],[29],[62],['Isaias 62:6'],True,True,True,True,True,True,True,True,True
332,jad_occurrence__332,[54],[9],['Romanos 9:1'],"[51, 54]","[9, 19]","['Lucas 19:41', 'Romanos 9:1']",False,False,False,True,True,True,True,True,True
333,jad_occurrence__333,"[11, 11, 11, 11, 51]","[2, 2, 2, 2, 21]","['1 Regum 2:12', '1 Regum 2:24', '1 Regum 2:26', '1 Regum 2:28', 'Lucas 21:24']","[11, 11, 11, 51]","[2, 2, 2, 21]","['1 Regum 2:24', '1 Regum 2:26', '1 Regum 2:45', 'Lucas 21:24']",False,False,False,True,True,True,True,True,False
334,jad_occurrence__334,"[51, 51, 51]","[21, 21, 21]","['Lucas 21:20', 'Lucas 21:23', 'Lucas 21:24']","[51, 51]","[21, 21]","['Lucas 21:20', 'Lucas 21:23']",False,False,False,True,True,True,True,True,False
335,jad_occurrence__335,"[29, 49]","[1, 8]","['Isaias 8:6', 'Matthaeus 1:23']","[29, 49]","[1, 8]","['Isaias 8:6', 'Matthaeus 1:23']",True,True,True,True,True,True,True,True,True
336,jad_occurrence__336,"[29, 49]","[28, 52]","['Isaias 52:11', 'Matthaeus 28:19']","[29, 49]","[28, 52]","['Isaias 52:11', 'Matthaeus 28:19']",True,True,True,True,True,True,True,True,True
337,jad_occurrence__337,[23],[34],['Psalmi 34:16'],"[23, 31]","[4, 34]","['Lamentationes 4:16', 'Psalmi 34:16']",False,False,False,True,True,True,True,True,True
338,jad_occurrence__338,"[5, 45, 45, 52]","[3, 12, 12, 32]","['Deuteronomium 32:22', 'Ioannes 3:5', 'Zacharias 12:10', 'Zacharias 12:11']","[5, 45, 45, 52]","[3, 12, 12, 32]","['Deuteronomium 32:22', 'Ioannes 3:5', 'Zacharias 12:10', 'Zacharias 12:11']",True,True,True,True,True,True,True,True,True
339,jad_occurrence__339,[5],[32],['Deuteronomium 32:22'],[5],[32],['Deuteronomium 32:22'],True,True,True,True,True,True,True,True,True
340,jad_occurrence__340,"[23, 23, 29, 51, 52]","[2, 5, 19, 57, 64]","['Ioannes 19:15', 'Isaias 5:18', 'Lucas 2:35', 'Psalmi 57:5', 'Psalmi 64:3']",[],[],[],False,False,False,False,False,False,False,False,False
341,jad_occurrence__341,[37],[1],['Amos 1:12'],[37],[1],['Amos 1:12'],True,True,True,True,True,True,True,True,True
342,jad_occurrence__342,"[12, 16, 29, 29]","[0, 0, 9, 9]","['2 Paralipomenon 0:0', '2 Regum 0:0', 'Isaias 9:19', 'Isaias 9:20']","[12, 16, 29, 29]","[0, 0, 9, 9]","['2 Paralipomenon 0:0', '2 Regum 0:0', 'Isaias 9:19', 'Isaias 9:20']",True,True,True,True,True,True,True,True,True
343,jad_occurrence__343,[35],[10],['Osee 10:8'],"[12, 49, 49, 49, 49, 51, 51]","[2, 11, 19, 21, 23, 23, 24]","['2 Regum 2:23', 'Lucas 11:49', 'Lucas 19:43', 'Matthaeus 21:33', 'Matthaeus 23:35', 'Matthaeus 23:37', 'Matthaeus 24:2']",False,False,False,False,False,False,False,False,False
344,jad_occurrence__344,[51],[23],['Lucas 23:28'],"[35, 51]","[10, 23]","['Lucas 23:28', 'Osee 10:8']",False,False,False,True,True,True,True,True,True
345,jad_occurrence__345,[49],[23],['Matthaeus 23:35'],[49],[23],['Matthaeus 23:35'],True,True,True,True,True,True,True,True,True
347,jad_occurrence__347,[29],[64],['Isaias 64:7'],[29],[64],['Isaias 64:7'],True,True,True,True,True,True,True,True,True
349,jad_occurrence__349,"[36, 49, 49]","[2, 27, 27]","['Ioel 2:10', 'Matthaeus 27:46', 'Matthaeus 27:50']","[49, 49]","[27, 27]","['Matthaeus 27:46', 'Matthaeus 27:50']",False,False,False,True,True,True,False,False,False
350,jad_occurrence__350,"[49, 51]","[21, 23]","['Lucas 21:23', 'Matthaeus 23:35']","[49, 51]","[21, 23]","['Lucas 21:23', 'Matthaeus 23:35']",True,True,True,True,True,True,True,True,True
351,jad_occurrence__351,[52],[11],['Ioannes 11:49'],[52],[11],['Ioannes 11:49'],True,True,True,True,True,True,True,True,True
352,jad_occurrence__352,"[52, 52, 52]","[11, 11, 19]","['Ioannes 11:48', 'Ioannes 11:50', 'Ioannes 19:15']",[30],[17],['Ieremias 17:18'],False,False,False,False,False,False,False,False,False
353,jad_occurrence__353,[29],[5],['Isaias 5:24'],[29],[5],['Isaias 5:24'],True,True,True,True,True,True,True,True,True
354,jad_occurrence__354,"[1, 29, 54, 54]","[1, 9, 11, 19]","['Genesis 19:24', 'Isaias 1:9', 'Romanos 11:25', 'Romanos 9:29']","[1, 29, 54, 54]","[1, 9, 11, 19]","['Genesis 19:24', 'Isaias 1:9', 'Romanos 11:25', 'Romanos 9:29']",True,True,True,True,True,True,True,True,True
355,jad_occurrence__355,[30],[1],['Ieremias 1:10'],[30],[1],['Ieremias 1:10'],True,True,True,True,True,True,True,True,True
358,jad_occurrence__358,"[49, 49, 51, 52, 52, 52, 52]","[1, 7, 8, 10, 11, 11, 11]","['Ioannes 10:16', 'Ioannes 11:45', 'Ioannes 11:47', 'Ioannes 11:50', 'Lucas 1:8', 'Matthaeus 7:22', 'Matthaeus 8:12']","[49, 49, 51, 52]","[1, 7, 8, 10]","['Ioannes 10:16', 'Lucas 1:8', 'Matthaeus 7:22', 'Matthaeus 8:12']",False,False,False,True,True,True,True,False,False
361,jad_occurrence__361,"[49, 49, 49]","[23, 23, 23]","['Matthaeus 23:37', 'Matthaeus 23:38', 'Matthaeus 23:39']","[49, 49, 51, 51]","[13, 13, 23, 23]","['Lucas 13:35', 'Lucas 13:35', 'Matthaeus 23:37', 'Matthaeus 23:38']",False,False,False,True,True,True,True,True,False
362,jad_occurrence__362,[49],[19],['Matthaeus 19:28'],[49],[19],['Matthaeus 19:28'],True,True,True,True,True,True,True,True,True
363,jad_occurrence__363,"[23, 49]","[22, 78]","['Matthaeus 22:7', 'Psalmi 78:49']","[23, 29, 49]","[13, 22, 78]","['Isaias 13:5', 'Matthaeus 22:7', 'Psalmi 78:49']",False,False,False,True,True,True,True,True,True
364,jad_occurrence__364,[49],[24],['Matthaeus 24:20'],[49],[24],['Matthaeus 24:20'],True,True,True,True,True,True,True,True,True
365,jad_occurrence__365,"[49, 49, 49]","[23, 23, 23]","['Matthaeus 23:37', 'Matthaeus 23:38', 'Matthaeus 23:39']","[49, 49, 49, 51]","[13, 23, 23, 23]","['Lucas 13:35', 'Matthaeus 23:37', 'Matthaeus 23:38', 'Matthaeus 23:39']",False,False,False,True,True,True,True,True,True
366,jad_occurrence__366,[29],[2],['Isaias 2:3'],[29],[2],['Isaias 2:3'],True,True,True,True,True,True,True,True,True
367,jad_occurrence__367,[49],[10],['Matthaeus 10:32'],[49],[10],['Matthaeus 10:33'],True,True,False,True,True,False,True,True,False
368,jad_occurrence__368,"[49, 49, 54]","[11, 13, 27]","['Matthaeus 13:24', 'Matthaeus 27:25', 'Romanos 11:25']","[49, 49, 54]","[11, 13, 27]","['Matthaeus 13:30', 'Matthaeus 27:25', 'Romanos 11:25']",True,True,False,True,True,True,True,True,False
371,jad_occurrence__371,"[49, 49, 55]","[14, 18, 27]","['1 Corinthios 14:20', 'Matthaeus 18:3', 'Matthaeus 27:40']","[49, 49, 55, 55]","[2, 14, 18, 27]","['1 Corinthios 14:20', '1 Corinthios 2:8', 'Matthaeus 18:3', 'Matthaeus 27:40']",False,False,False,True,True,True,True,True,True
372,jad_occurrence__372,"[0, 23, 49, 51]","[2, 13, 27, 63]","['Lucas 13:32', 'Matthaeus 27:50', 'Psalmi 63:9', 'Song of Solomon 2:15 2:15']",[],[],[],False,False,False,False,False,False,False,False,False
373,jad_occurrence__373,[23],[80],['Psalmi 80:12'],"[23, 23]","[80, 80]","['Psalmi 80:13', 'Psalmi 80:14']",False,False,False,True,True,False,True,True,False
374,jad_occurrence__374,"[49, 53, 53]","[2, 4, 21]","['Actus Apostolorum 2:41', 'Actus Apostolorum 4:4', 'Matthaeus 21:9']","[49, 53, 53]","[2, 4, 21]","['Actus Apostolorum 2:41', 'Actus Apostolorum 4:4', 'Matthaeus 21:9']",True,True,True,True,True,True,True,True,True
375,jad_occurrence__375,"[49, 49, 49, 51]","[19, 23, 23, 23]","['Lucas 19:41', 'Matthaeus 23:37', 'Matthaeus 23:37', 'Matthaeus 23:37']","[49, 49, 49, 49, 51]","[19, 23, 23, 23, 23]","['Lucas 19:41', 'Matthaeus 23:36', 'Matthaeus 23:37', 'Matthaeus 23:37', 'Matthaeus 23:37']",False,False,False,True,True,True,True,True,True
376,jad_occurrence__376,[49],[24],['Matthaeus 24:2'],[49],[24],['Matthaeus 24:2'],True,True,True,True,True,True,True,True,True
378,jad_occurrence__378,"[23, 23]","[0, 0]","['Psalmi 0:0', 'Psalmi 0:0']",[],[],[],False,False,False,False,False,False,False,False,False
379,jad_occurrence__379,"[23, 29, 29, 49, 51, 70, 75]","[1, 1, 3, 19, 21, 24, 102]","['2 Petri 3:9', 'Apocalypsis 21:1', 'Isaias 1:11', 'Isaias 1:13', 'Lucas 19:43', 'Matthaeus 24:35', 'Psalmi 102:27']","[23, 29, 29, 49, 51, 70, 75]","[1, 1, 3, 19, 21, 24, 102]","['2 Petri 3:9', 'Apocalypsis 21:1', 'Isaias 1:11', 'Isaias 1:13', 'Lucas 19:43', 'Matthaeus 24:35', 'Psalmi 102:27']",True,True,True,True,True,True,True,True,True
380,jad_occurrence__380,"[23, 24, 52, 52, 52, 53]","[1, 2, 10, 14, 16, 110]","['Actus Apostolorum 2:37', 'Ioannes 10:17', 'Ioannes 14:2', 'Ioannes 16:28', 'Proverbia 1:28', 'Psalmi 110:1']","[23, 24, 52, 52, 52, 53]","[1, 2, 10, 14, 16, 110]","['Actus Apostolorum 2:37', 'Ioannes 10:17', 'Ioannes 14:2', 'Ioannes 16:16', 'Proverbia 1:28', 'Psalmi 110:1']",True,True,False,True,True,True,True,True,False
381,jad_occurrence__381,"[1, 1, 1, 1, 57]","[2, 6, 8, 9, 11]","['Galatas 2:11', 'Genesis 11:7', 'Genesis 6:14', 'Genesis 8:11', 'Genesis 9:13']",[],[],[],False,False,False,False,False,False,False,False,False
382,jad_occurrence__382,"[1, 1, 53, 57, 69]","[2, 3, 3, 4, 15]","['1 Petri 3:20', 'Actus Apostolorum 15:5', 'Galatas 2:11', 'Genesis 3:6', 'Genesis 4:15']","[1, 1, 1, 1, 53, 69]","[3, 3, 4, 6, 6, 10]","['1 Petri 3:20', 'Actus Apostolorum 10:9', 'Genesis 3:0', 'Genesis 4:15', 'Genesis 6:0', 'Genesis 6:9']",False,False,False,True,True,True,False,False,False
384,jad_occurrence__384,[49],[27],['Matthaeus 27:25'],"[11, 49, 53, 60]","[2, 2, 18, 27]","['1 Regum 18:42', 'Actus Apostolorum 2:3', 'Colossenses 2:15', 'Matthaeus 27:25']",False,False,False,True,True,True,True,True,True
385,jad_occurrence__385,"[12, 12, 50, 51]","[2, 4, 15, 23]","['2 Regum 2:23', '2 Regum 4:1', 'Lucas 23:21', 'Marcus 15:34']","[12, 12, 49]","[2, 4, 27]","['2 Regum 2:23', '2 Regum 4:1', 'Matthaeus 27:22']",False,False,False,True,True,True,False,False,False
386,jad_occurrence__386,"[51, 51]","[19, 23]","['Lucas 19:43', 'Lucas 23:28']","[51, 51]","[19, 23]","['Lucas 19:43', 'Lucas 23:28']",True,True,True,True,True,True,True,True,True
387,jad_occurrence__387,[53],[13],['Actus Apostolorum 13:46'],[],[],[],False,False,False,False,False,False,False,False,False
388,jad_occurrence__388,[29],[1],['Isaias 1:15'],[29],[1],['Isaias 1:15'],True,True,True,True,True,True,True,True,True
389,jad_occurrence__389,"[22, 29, 50]","[1, 9, 15]","['Iob 1:20', 'Isaias 9:2', 'Marcus 15:33']","[22, 29, 49]","[1, 9, 27]","['Iob 1:18', 'Isaias 9:2', 'Matthaeus 27:45']",False,False,False,True,True,True,False,False,False
392,jad_occurrence__392,"[49, 51]","[18, 24]","['Lucas 18:8', 'Matthaeus 24:12']","[49, 51]","[18, 24]","['Lucas 18:8', 'Matthaeus 24:12']",True,True,True,True,True,True,True,True,True
393,jad_occurrence__393,[29],[19],['Isaias 19:19'],[29],[19],['Isaias 19:19'],True,True,True,True,True,True,True,True,True
395,jad_occurrence__395,[34],[9],['Daniel 9:27'],"[49, 52]","[19, 27]","['Ioannes 19:15', 'Matthaeus 27:25']",False,False,False,False,False,False,False,False,False
396,jad_occurrence__396,"[2, 2]","[12, 12]","['Exodus 12:40', 'Exodus 12:41']","[2, 2]","[0, 0]","['Exodus 0:0', 'Exodus 0:0']",True,False,False,True,False,False,True,False,False
397,jad_occurrence__397,"[29, 33, 49]","[1, 7, 21]","['Ezechiel 7:22', 'Isaias 1:15', 'Matthaeus 21:13']",[49],[21],['Matthaeus 21:13'],False,False,False,True,True,True,False,False,False
398,jad_occurrence__398,"[49, 61]","[2, 23]","['1 Thessalonicenses 2:16', 'Matthaeus 23:38']","[49, 61]","[2, 23]","['1 Thessalonicenses 2:16', 'Matthaeus 23:38']",True,True,True,True,True,True,True,True,True
400,jad_occurrence__400,"[30, 33]","[1, 24]","['Ezechiel 24:1', 'Ieremias 1:11']","[30, 33]","[1, 24]","['Ezechiel 24:1', 'Ieremias 1:13']",True,True,False,True,True,True,True,True,False
402,jad_occurrence__402,[49],[24],['Matthaeus 24:6'],[49],[24],['Matthaeus 24:6'],True,True,True,True,True,True,True,True,True
404,jad_occurrence__404,"[9, 52, 52]","[2, 11, 12]","['1 Samuel 2:30', 'Ioannes 11:47', 'Ioannes 12:19']","[9, 52, 52, 52]","[2, 11, 11, 12]","['1 Samuel 2:30', 'Ioannes 11:47', 'Ioannes 11:48', 'Ioannes 12:19']",False,False,False,True,True,True,True,True,True
405,jad_occurrence__405,"[12, 49, 59]","[2, 2, 27]","['2 Regum 2:23', 'Matthaeus 27:33', 'Philippenses 2:6']","[12, 59]","[2, 2]","['2 Regum 2:23', 'Philippenses 2:7']",False,False,False,True,True,True,False,False,False
406,jad_occurrence__406,[34],[9],['Daniel 9:25'],"[34, 34]","[9, 9]","['Daniel 9:25', 'Daniel 9:26']",False,False,False,True,True,True,True,True,True
407,jad_occurrence__407,"[30, 37]","[8, 15]","['Amos 8:9', 'Ieremias 15:9']","[30, 37]","[8, 15]","['Amos 8:9', 'Ieremias 15:9']",True,True,True,True,True,True,True,True,True
408,jad_occurrence__408,"[12, 49]","[2, 27]","['2 Regum 2:23', 'Matthaeus 27:33']","[12, 52]","[2, 19]","['2 Regum 2:23', 'Ioannes 19:17']",False,False,False,True,True,True,False,False,False
409,jad_occurrence__409,"[29, 29, 30, 35]","[1, 2, 12, 50]","['Ieremias 12:7', 'Isaias 1:7', 'Isaias 50:1', 'Osee 2:2']","[29, 29, 30, 35]","[1, 2, 12, 50]","['Ieremias 12:7', 'Isaias 1:7', 'Isaias 50:1', 'Osee 2:2']",True,True,True,True,True,True,True,True,True
410,jad_occurrence__410,"[6, 11]","[6, 16]","['1 Regum 16:34', 'Josue 6:1']","[6, 11]","[6, 16]","['1 Regum 16:34', 'Josue 6:1']",True,True,True,True,True,True,True,True,True
412,jad_occurrence__412,[49],[27],['Matthaeus 27:50'],[],[],[],False,False,False,False,False,False,False,False,False
413,jad_occurrence__413,"[24, 28, 30, 49, 49, 49, 51, 71]","[1, 4, 7, 7, 8, 18, 19, 25]","['1 Ioannis 1:8', 'Ecclesiasticus 7:40', 'Ieremias 8:7', 'Lucas 19:42', 'Matthaeus 18:18', 'Matthaeus 25:40', 'Matthaeus 7:21', 'Proverbia 4:16']","[23, 23, 23, 23, 24, 24, 25, 28, 30, 30, 49, 49, 49, 49, 51, 51, 51, 52, 52, 52, 55, 56, 68, 71]","[1, 2, 3, 7, 7, 7, 7, 8, 9, 10, 12, 12, 13, 14, 14, 16, 19, 25, 25, 28, 51, 88, 143, 146]","['1 Corinthios 7:30', '1 Ioannis 1:8', '2 Corinthios 12:2', 'Ecclesiastes 7:20', 'Ecclesiasticus 7:40', 'Iacobi 3:2', 'Ieremias 10:23', 'Ieremias 8:7', 'Ioannes 13:23', 'Ioannes 14:30', 'Ioannes 14:30', 'Lucas 12:58', 'Lucas 19:42', 'Lucas 9:58', 'Matthaeus 16:19', 'Matthaeus 25:40', 'Matthaeus 25:40', 'Matthaeus 7:21', 'Proverbia 28:14', 'Proverbia 2:14', 'Psalmi 143:2', 'Psalmi 146:4', 'Psalmi 51:5', 'Psalmi 88:5']",False,False,False,True,True,True,True,False,False
414,jad_occurrence__414,"[49, 52, 55, 58]","[2, 2, 14, 27]","['1 Corinthios 2:8', 'Ephesios 2:14', 'Ioannes 14:6', 'Matthaeus 27:22']","[49, 52, 55, 58]","[2, 2, 14, 27]","['1 Corinthios 2:8', 'Ephesios 2:14', 'Ioannes 14:6', 'Matthaeus 27:22']",True,True,True,True,True,True,True,True,True
415,jad_occurrence__415,"[23, 23]","[28, 28]","['Psalmi 28:5', 'Psalmi 28:6']","[23, 23]","[28, 28]","['Psalmi 28:5', 'Psalmi 28:6']",True,True,True,True,True,True,True,True,True
416,jad_occurrence__416,[23],[17],['Psalmi 17:13'],"[23, 23, 23]","[17, 17, 17]","['Psalmi 17:13', 'Psalmi 17:13', 'Psalmi 17:14']",False,False,False,True,True,True,True,True,True
418,jad_occurrence__418,"[23, 54]","[12, 74]","['Psalmi 74:1', 'Romanos 12:15']",[54],[12],['Romanos 12:15'],False,False,False,True,True,True,False,False,False
419,jad_occurrence__419,"[23, 23, 23]","[69, 69, 69]","['Psalmi 69:23', 'Psalmi 69:24', 'Psalmi 69:25']","[23, 23, 23, 23]","[69, 69, 69, 69]","['Psalmi 69:23', 'Psalmi 69:24', 'Psalmi 69:25', 'Psalmi 69:26']",False,False,False,True,True,True,True,True,True
420,jad_occurrence__420,"[23, 23, 49, 60]","[2, 25, 68, 139]","['Colossenses 2:3', 'Matthaeus 25:41', 'Psalmi 139:8', 'Psalmi 68:1']","[23, 23, 29, 49, 60]","[2, 25, 26, 68, 139]","['Colossenses 2:3', 'Isaias 26:10', 'Matthaeus 25:41', 'Psalmi 139:8', 'Psalmi 68:1']",False,False,False,True,True,True,True,True,True
421,jad_occurrence__421,"[23, 49, 52]","[7, 28, 59]","['Ioannes 7:20', 'Matthaeus 28:13', 'Psalmi 59:11']",[49],[27],['Matthaeus 27:50'],False,False,False,True,False,False,False,False,False
422,jad_occurrence__422,"[2, 23, 23, 23, 23, 23]","[3, 80, 80, 80, 80, 80]","['Exodus 3:10', 'Psalmi 80:11', 'Psalmi 80:12', 'Psalmi 80:13', 'Psalmi 80:14', 'Psalmi 80:16']","[23, 23, 23]","[80, 80, 80]","['Psalmi 80:12', 'Psalmi 80:13', 'Psalmi 80:14']",False,False,False,True,True,True,False,False,False
424,jad_occurrence__424,"[23, 23, 23, 57]","[5, 74, 78, 137]","['Galatas 5:17', 'Psalmi 137:1', 'Psalmi 74:1', 'Psalmi 78:1']","[23, 23, 23, 57]","[5, 43, 79, 137]","['Galatas 5:17', 'Psalmi 137:1', 'Psalmi 43:23', 'Psalmi 79:1']",True,False,False,True,True,True,True,False,False
429,jad_occurrence__429,"[23, 34, 42, 49]","[3, 9, 23, 87]","['Daniel 9:24', 'Habacuc 3:17', 'Matthaeus 23:38', 'Psalmi 87:1']","[2, 23, 34, 42, 49]","[3, 9, 23, 24, 87]","['Daniel 9:24', 'Exodus 24:7', 'Habacuc 3:17', 'Matthaeus 23:38', 'Psalmi 87:1']",False,False,False,True,True,True,True,True,True
430,jad_occurrence__430,[45],[11],['Zacharias 11:1'],[45],[11],['Zacharias 11:1'],True,True,True,True,True,True,True,True,True
432,jad_occurrence__432,"[49, 49]","[27, 27]","['Matthaeus 27:34', 'Matthaeus 27:50']",[],[],[],False,False,False,False,False,False,False,False,False
433,jad_occurrence__433,[49],[27],['Matthaeus 27:25'],[49],[27],['Matthaeus 27:25'],True,True,True,True,True,True,True,True,True
434,jad_occurrence__434,"[12, 23, 49]","[2, 27, 80]","['2 Regum 2:23', 'Matthaeus 27:22', 'Psalmi 80:13']","[12, 12, 23, 49, 49]","[2, 4, 25, 27, 80]","['2 Regum 2:23', '2 Regum 4:0', 'Matthaeus 25:21', 'Matthaeus 27:22', 'Psalmi 80:13']",False,False,False,True,True,True,True,True,True
435,jad_occurrence__435,[36],[2],['Ioel 2:11'],[37],[5],['Amos 5:18'],False,False,False,False,False,False,False,False,False
436,jad_occurrence__436,"[30, 49, 49, 75]","[3, 12, 23, 24]","['Apocalypsis 3:20', 'Ieremias 12:7', 'Matthaeus 23:38', 'Matthaeus 24:2']","[30, 49, 49, 75]","[3, 12, 23, 24]","['Apocalypsis 3:20', 'Ieremias 12:7', 'Matthaeus 23:38', 'Matthaeus 24:2']",True,True,True,True,True,True,True,True,True
437,jad_occurrence__437,"[29, 29]","[6, 6]","['Isaias 6:11', 'Isaias 6:9']",[29],[6],['Isaias 6:9'],False,False,False,True,True,True,True,True,False
438,jad_occurrence__438,"[22, 22]","[1, 9]","['Iob 1:11', 'Iob 9:34']","[22, 22]","[1, 9]","['Iob 1:11', 'Iob 9:34']",True,True,True,True,True,True,True,True,True
439,jad_occurrence__439,"[5, 23, 29, 29, 37, 52]","[4, 5, 8, 8, 23, 29]","['Amos 8:11', 'Deuteronomium 8:3', 'Ioannes 4:14', 'Isaias 29:9', 'Isaias 5:13', 'Psalmi 23:2']","[23, 29, 37, 49, 52]","[4, 4, 5, 8, 23]","['Amos 8:11', 'Ioannes 4:14', 'Isaias 5:13', 'Matthaeus 4:4', 'Psalmi 23:2']",False,False,False,True,True,True,False,False,False
440,jad_occurrence__440,"[29, 29, 29]","[29, 29, 29]","['Isaias 29:5', 'Isaias 29:6', 'Isaias 29:7']",[29],[29],['Isaias 29:5'],False,False,False,True,True,True,True,True,False
441,jad_occurrence__441,"[29, 51]","[19, 29]","['Isaias 29:1', 'Lucas 19:43']","[12, 29, 51]","[19, 25, 29]","['2 Regum 25:4', 'Isaias 29:1', 'Lucas 19:43']",False,False,False,True,True,True,True,True,True
443,jad_occurrence__443,[29],[26],['Isaias 26:5'],[29],[26],['Isaias 26:5'],True,True,True,True,True,True,True,True,True
444,jad_occurrence__444,"[33, 51]","[6, 14]","['Ezechiel 6:3', 'Lucas 14:28']","[33, 51]","[6, 14]","['Ezechiel 6:3', 'Lucas 14:28']",True,True,True,True,True,True,True,True,True
445,jad_occurrence__445,"[23, 29, 37]","[5, 8, 59]","['Amos 8:11', 'Isaias 5:13', 'Psalmi 59:14']","[23, 29, 37]","[5, 8, 59]","['Amos 8:11', 'Isaias 5:13', 'Psalmi 59:15']",True,True,False,True,True,True,True,True,False
446,jad_occurrence__446,"[29, 52]","[5, 19]","['Ioannes 19:24', 'Isaias 5:25']",[52],[19],['Ioannes 19:24'],False,False,False,True,True,True,False,False,False
447,jad_occurrence__447,[29],[6],['Isaias 6:9'],[29],[6],['Isaias 6:9'],True,True,True,True,True,True,True,True,True
448,jad_occurrence__448,"[12, 12, 12, 12, 29]","[7, 15, 16, 16, 16]","['2 Regum 15:32', '2 Regum 16:1', '2 Regum 16:10', '2 Regum 16:5', 'Isaias 7:1']","[12, 12, 12, 29, 29, 29]","[6, 7, 7, 15, 16, 16]","['2 Regum 15:1', '2 Regum 16:10', '2 Regum 16:5', 'Isaias 6:1', 'Isaias 7:1', 'Isaias 7:2']",False,False,False,True,True,True,True,True,False
449,jad_occurrence__449,[23],[50],['Psalmi 50:19'],[23],[51],['Psalmi 51:17'],True,False,False,True,False,False,True,False,False
450,jad_occurrence__450,[54],[3],['Romanos 3:12'],[54],[3],['Romanos 3:12'],True,True,True,True,True,True,True,True,True
453,jad_occurrence__453,"[29, 51, 51]","[4, 5, 6]","['Isaias 5:2', 'Lucas 4:18', 'Lucas 6:25']","[30, 51, 51]","[2, 4, 6]","['Ieremias 2:21', 'Lucas 4:18', 'Lucas 6:25']",False,False,False,True,True,True,False,False,False
454,jad_occurrence__454,"[29, 29, 29]","[29, 29, 29]","['Isaias 29:1', 'Isaias 29:5', 'Isaias 29:7']",[],[],[],False,False,False,False,False,False,False,False,False
455,jad_occurrence__455,"[49, 49, 51, 51]","[10, 14, 21, 23]","['Lucas 10:11', 'Lucas 14:11', 'Matthaeus 21:38', 'Matthaeus 23:37']","[49, 49, 49, 51]","[10, 14, 21, 23]","['Lucas 14:11', 'Matthaeus 10:14', 'Matthaeus 21:38', 'Matthaeus 23:37']",False,True,False,True,True,True,True,True,False
456,jad_occurrence__456,"[45, 45]","[1, 6]","['Zacharias 1:18', 'Zacharias 6:1']","[45, 45]","[1, 6]","['Zacharias 1:18', 'Zacharias 6:1']",True,True,True,True,True,True,True,True,True
457,jad_occurrence__457,"[49, 54, 59]","[1, 3, 10]","['Matthaeus 10:40', 'Philippenses 3:19', 'Romanos 1:26']","[49, 54, 59]","[1, 3, 10]","['Matthaeus 10:40', 'Philippenses 3:19', 'Romanos 1:26']",True,True,True,True,True,True,True,True,True
459,jad_occurrence__459,"[23, 49, 49, 49, 49, 49]","[24, 24, 24, 24, 24, 119]","['Matthaeus 24:19', 'Matthaeus 24:20', 'Matthaeus 24:22', 'Matthaeus 24:23', 'Matthaeus 24:24', 'Psalmi 119:91']","[23, 49, 49, 49]","[24, 24, 24, 118]","['Matthaeus 24:19', 'Matthaeus 24:22', 'Matthaeus 24:23', 'Psalmi 118:91']",False,False,False,True,True,True,True,False,False
460,jad_occurrence__460,"[12, 23, 49]","[2, 27, 51]","['2 Regum 2:23', 'Matthaeus 27:25', 'Psalmi 51:17']","[12, 23, 49]","[2, 27, 51]","['2 Regum 2:23', 'Matthaeus 27:25', 'Psalmi 51:17']",True,True,True,True,True,True,True,True,True
462,jad_occurrence__462,"[4, 12, 12, 30, 33]","[14, 25, 25, 33, 41]","['2 Regum 25:25', '2 Regum 25:8', 'Ezechiel 33:21', 'Ieremias 41:1', 'Numeri 14:26']","[4, 12, 30, 33]","[14, 25, 33, 41]","['2 Regum 25:8', 'Ezechiel 33:21', 'Ieremias 41:1', 'Numeri 14:29']",False,False,False,True,True,True,True,True,False
465,jad_occurrence__465,"[49, 49]","[24, 24]","['Matthaeus 24:15', 'Matthaeus 24:19']","[49, 49]","[24, 24]","['Matthaeus 24:15', 'Matthaeus 24:19']",True,True,True,True,True,True,True,True,True
466,jad_occurrence__466,"[12, 23, 29, 29, 75]","[2, 11, 46, 49, 53]","['2 Regum 2:23', 'Apocalypsis 11:8', 'Isaias 49:20', 'Isaias 53:9', 'Psalmi 46:4']","[12, 23, 29, 29, 75]","[2, 11, 11, 46, 54]","['2 Regum 2:23', 'Apocalypsis 11:8', 'Isaias 11:10', 'Isaias 54:2', 'Psalmi 46:4']",True,False,False,True,True,True,True,False,False
